ID,GENDER,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,PAST_ACCIDENTS,AGE,DRIVING_EXPERIENCE,OUTCOME
290,male,high school,middle class,0.47163991,1,before 2015,0,1,10238,15000,sedan,1,2,56,27,0
291,female,high school,working class,0.4009858,0,before 2015,0,1,10238,12000,sedan,1,0,30,13,1
292,female,high school,middle class,0.572787253,1,after 2015,0,0,10238,15000,sedan,1,0,52,17,0
293,female,none,working class,0.323703379,0,before 2015,1,1,10238,14000,sedan,0,0,42,21,0
294,male,university,upper class,0.602301385,1,before 2015,1,0,32765,11000,sedan,2,0,34,17,1
295,female,university,working class,0.523864857,1,after 2015,1,1,10238,9000,sedan,0,0,35,1,0
296,female,university,upper class,0.681711015,1,before 2015,0,1,10238,13000,sedan,1,3,41,23,0
297,male,university,upper class,0.585131298,1,before 2015,1,1,32765,4000,sedan,0,0,73,8,0
298,male,university,poverty,0.156573278,1,before 2015,1,0,10238,10000,sports car,0,2,31,12,0
299,male,none,working class,0.349387224,0,before 2015,0,1,10238,16000,sedan,3,0,53,26,0
300,male,none,working class,0.581589095,1,before 2015,0,0,10238,18000,sedan,1,3,62,23,0
301,female,none,working class,0.352447517,0,before 2015,0,1,32765,8000,sedan,1,0,34,13,0
302,male,high school,poverty,0.526643644,1,before 2015,0,0,10238,16000,sedan,1,0,33,18,1
303,female,none,poverty,0.422712717,0,before 2015,1,1,32765,4000,sedan,0,0,18,2,1
304,male,university,working class,0.366542141,1,before 2015,0,1,10238,14000,sedan,0,4,36,13,0
305,male,high school,upper class,0.522170544,1,before 2015,0,1,32765,9000,sedan,6,3,31,18,0
306,male,high school,middle class,0.579064258,1,after 2015,1,1,10238,12000,sedan,3,4,75,39,0
307,male,high school,working class,0.637030018,0,after 2015,0,0,10238,13000,sedan,0,0,19,4,0
308,male,university,upper class,0.665187975,0,before 2015,0,1,10238,14000,sedan,2,1,57,25,0
309,male,high school,middle class,0.721755235,0,after 2015,1,0,10238,10000,sedan,1,2,26,17,0
310,female,high school,poverty,0.356751909,1,before 2015,1,1,10238,12000,sedan,1,0,26,16,0
311,male,university,working class,0.651318394,0,before 2015,0,0,10238,13000,sedan,0,0,23,5,1
312,male,none,middle class,0.44291129,1,before 2015,1,1,10238,13000,sedan,6,4,66,33,0
313,female,high school,poverty,0.333927049,1,before 2015,0,1,10238,13000,sedan,0,0,34,17,0
314,male,none,poverty,0.30386345,0,before 2015,1,0,32765,13000,sedan,0,0,19,5,1
315,male,high school,poverty,0.417137904,0,before 2015,0,1,32765,9000,sedan,0,0,22,5,1
316,female,university,upper class,0.705993114,1,before 2015,1,1,32765,10000,sedan,3,0,40,25,0
317,female,none,working class,0.331564066,1,before 2015,1,1,32765,12000,sedan,3,1,47,16,0
318,male,university,middle class,0.6037071,0,before 2015,0,0,10238,17000,sedan,0,0,35,3,1
319,male,university,upper class,0.662717543,1,before 2015,0,0,10238,11000,sedan,0,0,58,2,1
320,male,university,upper class,0.638866998,1,after 2015,0,0,10238,16000,sedan,3,2,41,26,0
321,female,university,upper class,0.55379838,1,after 2015,1,1,10238,11000,sedan,1,1,77,32,0
322,female,university,upper class,0.638272783,1,before 2015,1,1,10238,8000,sedan,3,6,44,24,0
323,male,high school,middle class,0.505155432,1,after 2015,1,1,10238,12000,sedan,1,0,40,10,0
324,female,none,working class,0.274449832,1,before 2015,0,0,10238,11000,sedan,2,0,27,19,0
325,male,none,poverty,0.279041589,0,before 2015,0,0,10238,14000,sports car,0,0,23,7,1
326,female,none,middle class,0.532138928,0,before 2015,0,1,10238,10000,sedan,0,0,49,5,0
327,male,high school,poverty,0.328034404,1,before 2015,0,1,10238,12000,sedan,0,0,32,7,0
328,female,university,upper class,0.536314809,1,before 2015,1,1,32765,11000,sedan,2,2,63,21,0
329,male,high school,working class,0.384969171,1,before 2015,0,1,32765,7000,sedan,4,1,35,12,0
330,male,none,working class,0.338582395,0,before 2015,0,1,32765,10000,sedan,7,0,54,21,0
331,female,high school,middle class,0.552021773,0,before 2015,0,0,10238,22000,sedan,0,0,18,5,1
332,male,high school,upper class,0.649691908,1,before 2015,1,1,92101,11000,sedan,0,1,41,11,1
333,male,high school,upper class,0.609314635,1,before 2015,1,1,32765,4000,sedan,5,3,66,27,0
334,male,university,upper class,0.506749939,1,after 2015,1,1,10238,7000,sedan,2,2,59,22,0
335,female,none,working class,0.421470789,0,before 2015,0,1,10238,12000,sedan,0,0,33,15,1
336,female,university,working class,0.595837174,0,before 2015,1,1,10238,14000,sedan,0,2,58,27,0
337,female,none,middle class,0.568743424,1,before 2015,0,1,10238,14000,sedan,0,0,48,2,0
338,female,none,poverty,0.357476958,0,before 2015,0,0,92101,13000,sedan,0,0,25,3,1
339,female,university,upper class,0.68740776,1,before 2015,1,1,32765,9000,sedan,0,0,33,7,0
340,male,university,middle class,0.583811179,1,before 2015,1,1,32765,11000,sedan,0,0,37,18,0
341,female,high school,working class,0.315862877,1,before 2015,0,1,10238,11000,sedan,0,1,54,11,0
342,female,high school,upper class,0.426949153,1,before 2015,1,1,32765,6000,sedan,6,2,65,39,0
343,male,university,upper class,0.632620324,1,after 2015,1,1,10238,10000,sedan,0,0,67,4,0
344,female,university,middle class,0.706127533,1,before 2015,0,0,10238,15000,sedan,1,0,57,13,0
345,male,university,upper class,0.648090598,1,before 2015,0,1,32765,8000,sedan,1,2,53,12,0
346,male,university,middle class,0.685265206,1,before 2015,0,1,10238,17000,sedan,1,0,35,12,0
347,male,none,poverty,0.326987709,0,before 2015,0,1,10238,10000,sedan,0,0,22,7,1
348,male,high school,working class,0.447280977,1,before 2015,1,1,32765,8000,sedan,4,0,50,18,0
349,female,high school,middle class,0.63738357,1,after 2015,0,0,32765,13000,sedan,2,0,60,24,0
350,female,none,upper class,0.538985633,1,before 2015,1,1,10238,13000,sedan,1,6,66,36,0
351,male,university,upper class,0.620475313,1,after 2015,0,0,10238,20000,sedan,2,0,66,23,0
352,female,high school,middle class,0.476223019,1,before 2015,1,1,10238,10000,sedan,1,0,48,21,0
353,male,university,upper class,0.53680928,1,before 2015,0,0,32765,10000,sedan,4,2,36,16,1
354,female,university,upper class,0.641355186,1,before 2015,0,0,10238,17000,sedan,0,0,22,6,0
355,female,high school,working class,0.38838568,0,before 2015,0,0,32765,13000,sedan,1,0,39,12,1
356,female,none,middle class,0.416211451,0,before 2015,1,1,10238,12000,sedan,1,1,33,16,0
357,female,university,upper class,0.416311956,1,after 2015,0,1,10238,13000,sedan,0,1,60,19,0
358,female,none,working class,0.372049855,0,before 2015,1,1,10238,11000,sedan,0,0,33,8,0
359,female,high school,upper class,0.716748247,0,before 2015,0,1,32765,9000,sports car,6,1,59,28,0
360,female,high school,working class,0.419153815,0,before 2015,1,1,10238,11000,sedan,1,0,32,19,0
361,male,high school,working class,0.251622709,0,before 2015,1,1,10238,12000,sports car,2,1,55,17,0
362,female,high school,poverty,0.290769672,1,before 2015,0,1,92101,14000,sedan,0,0,22,8,1
363,male,none,working class,0.410986961,0,before 2015,0,1,10238,12000,sedan,0,6,52,29,0
364,male,university,upper class,0.455713219,1,after 2015,1,0,10238,13000,sedan,3,1,53,22,0
365,male,high school,upper class,0.558262865,1,before 2015,1,0,10238,13000,sedan,2,3,48,20,0
366,female,university,upper class,0.692734458,0,after 2015,1,1,10238,9000,sedan,1,1,36,12,0
367,male,high school,working class,0.368544726,0,before 2015,1,1,10238,9000,sedan,0,0,54,2,1
368,male,none,upper class,0.574534503,1,after 2015,0,1,10238,16000,sedan,1,0,44,23,0
369,female,university,upper class,0.586355767,1,before 2015,1,1,32765,8000,sedan,2,1,77,12,0
370,female,university,upper class,0.575576756,1,after 2015,1,0,32765,15000,sedan,1,1,44,26,0
371,female,university,upper class,0.552264023,1,before 2015,0,0,10238,17000,sedan,0,0,29,11,0
372,female,university,upper class,0.656994532,1,after 2015,0,1,32765,10000,sedan,5,1,71,27,0
373,male,high school,working class,0.389233759,0,before 2015,0,0,10238,16000,sedan,2,0,31,12,1
374,male,university,upper class,0.73732109,0,before 2015,1,1,10238,11000,sedan,4,4,48,28,1
375,female,university,upper class,0.637347458,1,after 2015,0,0,10238,16000,sedan,0,0,26,9,0
376,male,none,poverty,0.187110162,0,before 2015,0,0,10238,13000,sedan,0,0,18,1,1
377,male,high school,working class,0.519225017,1,before 2015,0,0,32765,11000,sedan,1,0,36,10,0
378,female,none,working class,0.394220679,0,before 2015,0,1,10238,13000,sedan,1,2,35,12,1
379,male,university,upper class,0.626302285,1,before 2015,1,1,32765,8000,sedan,7,3,51,20,1
380,male,university,middle class,0.414807631,0,before 2015,0,0,10238,13000,sedan,0,0,20,6,1
381,male,university,middle class,0.490482319,1,before 2015,0,0,10238,18000,sedan,0,2,45,22,0
382,male,none,upper class,0.590549596,0,after 2015,1,1,32765,12000,sedan,4,2,65,21,1
383,female,high school,working class,0.438010384,0,after 2015,0,1,10238,13000,sedan,1,1,40,25,0
384,male,university,upper class,0.694265214,1,after 2015,1,1,92101,11000,sedan,3,1,67,21,0
385,female,high school,poverty,0.099655226,1,after 2015,0,0,10238,13000,sedan,1,1,34,13,0
386,male,high school,upper class,0.634376373,1,after 2015,1,1,10238,12000,sedan,6,3,71,30,0
387,male,none,poverty,0.422031533,1,before 2015,0,1,92101,11000,sedan,1,0,37,11,0
388,male,university,upper class,0.584163863,1,after 2015,1,1,10238,9000,sedan,10,3,78,39,0
389,female,university,working class,0.529996388,1,before 2015,1,1,32765,8000,sedan,1,1,37,17,0
390,female,none,poverty,0.295793828,1,before 2015,0,0,32765,12000,sedan,0,0,19,0,0
391,female,university,working class,0.45483618,1,before 2015,0,0,10238,20000,sedan,2,0,34,15,1
392,female,none,poverty,0.15297216,1,before 2015,1,0,10238,10000,sedan,0,0,16,1,0
393,female,high school,working class,0.443240281,1,before 2015,0,1,10238,15000,sedan,1,1,32,18,0
394,female,university,upper class,0.500756586,1,after 2015,1,1,32765,10000,sedan,4,1,57,22,0
395,male,university,upper class,0.629193984,1,before 2015,1,1,32765,7000,sedan,5,1,50,12,0
396,male,high school,middle class,0.674212694,1,before 2015,1,1,32765,7000,sedan,0,0,72,8,1
397,male,university,upper class,0.467094474,1,after 2015,1,1,32765,6000,sedan,2,2,35,12,0
398,male,high school,upper class,0.593548177,1,after 2015,1,1,10238,8000,sedan,6,5,57,23,0
399,male,university,upper class,0.685579706,1,after 2015,0,0,10238,8000,sedan,0,1,34,18,0
400,female,university,upper class,0.638176098,1,before 2015,1,1,10238,10000,sedan,4,4,71,32,0
401,female,university,upper class,0.462875461,1,after 2015,0,1,10238,12000,sedan,0,5,45,26,0
402,male,high school,upper class,0.609791343,1,after 2015,1,1,10238,12000,sedan,3,2,63,27,0
403,male,university,upper class,0.426833816,1,before 2015,1,1,10238,9000,sedan,2,5,75,30,0
404,female,high school,upper class,0.434959014,1,before 2015,1,1,10238,7000,sedan,6,3,66,23,0
405,male,high school,upper class,0.540019733,1,before 2015,1,0,10238,15000,sedan,1,2,74,33,0
406,male,university,poverty,0.405593536,0,before 2015,0,0,10238,14000,sedan,0,0,17,9,1
407,male,none,middle class,0.502031196,0,before 2015,1,1,32765,10000,sedan,9,1,59,29,0
408,female,university,middle class,0.527050278,1,before 2015,1,0,10238,14000,sedan,0,0,33,14,1
409,female,university,upper class,0.445514742,1,before 2015,1,1,10238,13000,sedan,1,1,28,18,0
410,female,high school,middle class,0.46787723,1,before 2015,1,0,10238,11000,sedan,0,0,25,8,0
411,female,university,upper class,0.622651979,1,after 2015,1,1,10238,11000,sedan,1,0,77,36,0
412,female,university,middle class,0.503526351,1,before 2015,0,1,10238,15000,sedan,1,0,37,15,1
413,female,high school,working class,0.453388114,0,before 2015,1,1,32765,5000,sedan,0,0,75,3,1
414,female,none,middle class,0.450868684,0,after 2015,0,1,10238,11000,sedan,1,0,59,20,0
415,female,high school,middle class,0.277630444,1,after 2015,1,1,10238,12000,sports car,0,0,18,6,0
416,female,high school,middle class,0.543401389,1,before 2015,1,1,32765,11000,sedan,0,0,44,2,1
417,male,high school,upper class,0.33171266,1,before 2015,1,1,10238,10000,sports car,5,3,65,29,0
418,male,high school,working class,0.387107145,0,before 2015,0,1,10238,16000,sedan,0,6,43,26,0
419,female,high school,poverty,0.344977689,0,before 2015,0,0,10238,18000,sedan,1,1,31,10,0
420,male,university,upper class,0.740341073,1,before 2015,1,1,10238,9000,sedan,0,0,80,1,1
421,male,high school,upper class,0.582231887,1,after 2015,0,1,10238,13000,sedan,2,3,80,29,0
422,male,high school,middle class,0.64889519,1,before 2015,1,1,10238,12000,sedan,0,0,58,7,1
423,female,none,poverty,0.313083579,0,before 2015,1,1,10238,13000,sedan,0,0,35,18,1
424,male,university,upper class,0.599627455,1,before 2015,0,1,10238,14000,sedan,3,3,54,27,0
425,male,high school,middle class,0.331312129,1,before 2015,1,1,21217,9000,sedan,0,1,58,13,1
426,male,university,working class,0.329391882,1,after 2015,1,0,10238,12000,sedan,0,0,24,2,0
427,female,university,working class,0.496461226,0,before 2015,0,1,32765,12000,sedan,0,0,32,11,1
428,female,high school,poverty,0.477459488,0,before 2015,0,1,10238,13000,sedan,0,0,24,1,1
429,female,high school,upper class,0.651914342,0,before 2015,1,1,10238,8000,sedan,3,2,73,28,0
430,female,none,working class,0.583381679,1,before 2015,0,1,10238,11000,sedan,0,0,27,3,0
431,male,none,working class,0.431510232,1,before 2015,1,0,10238,12000,sedan,0,0,30,2,0
432,male,high school,poverty,0.307055098,1,before 2015,0,0,10238,14000,sedan,3,2,29,14,0
433,female,high school,middle class,0.517571711,0,after 2015,0,0,32765,13000,sedan,0,0,26,17,1
434,male,high school,poverty,0.224137266,0,before 2015,0,0,10238,14000,sedan,0,0,22,9,1
435,female,none,working class,0.415222876,0,before 2015,0,0,10238,13000,sedan,0,0,51,21,0
436,male,high school,working class,0.436357558,1,after 2015,0,0,10238,17000,sedan,3,1,37,15,0
437,male,high school,working class,0.577339089,1,before 2015,1,1,10238,11000,sedan,2,2,51,24,0
438,female,none,poverty,0.259407211,1,before 2015,0,1,10238,10000,sedan,0,0,27,11,0
439,male,university,working class,0.454226741,0,before 2015,0,0,10238,11000,sedan,0,0,17,0,1
440,male,university,upper class,0.703164383,1,before 2015,0,1,10238,15000,sedan,1,2,67,16,0
441,female,university,upper class,0.547492038,1,after 2015,0,1,32765,9000,sedan,0,0,65,8,0
442,male,high school,poverty,0.259522282,1,before 2015,0,0,10238,11000,sedan,0,0,23,1,1
443,male,high school,upper class,0.601273367,1,before 2015,1,1,10238,10000,sedan,1,2,33,13,0
444,female,university,upper class,0.650028822,1,before 2015,0,0,32765,11000,sedan,0,0,36,8,1
445,female,none,upper class,0.584798343,1,before 2015,1,1,10238,9000,sedan,0,0,41,0,0
446,male,high school,upper class,0.713619532,1,before 2015,1,1,10238,11000,sedan,2,2,76,34,0
447,female,none,poverty,0.504273308,0,before 2015,0,0,10238,15000,sedan,0,0,19,8,1
448,female,none,middle class,0.461196412,1,before 2015,0,0,10238,14000,sedan,4,1,62,28,0
449,male,university,upper class,0.576585,0,before 2015,1,1,10238,9000,sedan,4,3,72,34,0
450,female,university,middle class,0.582925835,1,before 2015,0,0,10238,12000,sports car,0,1,34,13,0
451,male,high school,upper class,0.552481871,1,after 2015,1,1,10238,8000,sedan,1,4,60,16,0
452,female,high school,middle class,0.604809212,1,before 2015,1,1,10238,13000,sedan,1,1,45,28,0
453,female,high school,middle class,0.470946363,1,before 2015,1,1,10238,9000,sedan,0,1,56,14,0
454,female,high school,upper class,0.545270394,1,before 2015,1,1,10238,13000,sedan,1,0,42,25,0
455,female,high school,upper class,0.56362983,1,after 2015,1,1,10238,10000,sedan,2,5,49,22,0
456,female,university,upper class,0.620596824,0,after 2015,1,1,32765,6000,sedan,3,1,75,26,0
457,male,university,upper class,0.578468014,1,before 2015,0,1,10238,11000,sedan,0,1,26,18,0
458,female,none,working class,0.336379283,1,before 2015,0,0,10238,16000,sedan,0,0,18,9,0
459,male,high school,middle class,0.54756255,1,before 2015,1,0,10238,12000,sedan,1,1,35,10,0
460,female,university,upper class,0.574600082,1,before 2015,0,1,10238,11000,sedan,0,6,66,25,0
461,female,high school,upper class,0.626746851,0,before 2015,1,1,10238,13000,sedan,2,4,58,23,0
462,female,high school,working class,0.468895873,1,before 2015,0,1,10238,8000,sedan,4,0,59,25,0
463,male,none,working class,0.335178252,0,before 2015,0,1,10238,12000,sedan,0,0,23,6,1
464,female,high school,poverty,0.316369439,0,before 2015,0,0,10238,15000,sedan,0,1,35,10,1
465,female,high school,working class,0.492009785,1,before 2015,0,0,32765,13000,sedan,0,0,16,5,0
466,male,university,upper class,0.562775708,1,before 2015,1,1,10238,14000,sports car,3,0,60,28,0
467,male,none,working class,0.343895269,1,before 2015,0,0,32765,16000,sedan,0,0,18,2,0
468,female,university,working class,0.356691656,0,after 2015,1,0,32765,10000,sedan,1,2,27,19,0
469,male,none,middle class,0.632864388,1,before 2015,1,1,10238,10000,sedan,0,0,48,1,1
470,male,university,upper class,0.418860769,1,before 2015,1,1,10238,5000,sedan,0,0,58,2,1
471,male,university,upper class,0.53872082,0,before 2015,0,0,10238,16000,sedan,0,0,71,2,1
472,female,university,upper class,0.561630809,1,after 2015,1,1,10238,8000,sedan,2,0,46,20,0
473,female,high school,poverty,0.373765957,0,before 2015,0,1,32765,9000,sedan,0,0,24,7,1
474,female,university,upper class,0.686868428,1,after 2015,1,0,10238,14000,sedan,0,0,43,19,0
475,male,high school,upper class,0.630571688,1,after 2015,1,1,92101,10000,sports car,4,4,59,20,1
476,female,university,upper class,0.578013094,1,before 2015,1,1,32765,10000,sedan,3,0,73,37,0
477,female,university,middle class,0.513767877,1,before 2015,0,1,10238,17000,sedan,0,0,23,6,1
478,female,high school,middle class,0.409679331,0,after 2015,1,0,32765,11000,sedan,0,0,22,1,1
479,male,university,upper class,0.642622683,1,after 2015,1,1,10238,9000,sedan,3,3,26,11,0
480,male,high school,upper class,0.729218566,1,after 2015,1,1,10238,12000,sedan,1,0,70,19,0
481,female,none,poverty,0.299115912,1,before 2015,0,0,10238,13000,sports car,0,0,17,7,0
482,female,high school,poverty,0.333622142,0,before 2015,1,1,10238,10000,sedan,0,0,16,3,1
483,male,university,upper class,0.605070184,1,before 2015,1,1,92101,10000,sedan,1,1,54,18,0
484,male,university,upper class,0.660285268,0,before 2015,1,1,10238,5000,sedan,1,6,51,29,0
485,female,high school,working class,0.410136705,0,before 2015,0,0,10238,15000,sedan,0,0,18,1,0
486,male,high school,upper class,0.748537056,1,after 2015,0,1,10238,17000,sedan,0,1,28,11,0
487,female,university,upper class,0.629232291,1,before 2015,1,0,10238,12000,sedan,0,0,36,4,0
488,female,university,upper class,0.914116859,1,before 2015,1,1,10238,7000,sedan,0,0,68,17,0
489,female,high school,working class,0.349597739,0,before 2015,1,0,10238,10000,sedan,0,0,22,4,1
490,female,high school,middle class,0.290622325,1,before 2015,1,1,32765,7000,sedan,0,0,20,6,1
491,male,none,poverty,0.515333459,0,before 2015,0,0,92101,12000,sedan,0,0,25,9,1
492,male,high school,poverty,0.269825796,0,before 2015,1,1,10238,10000,sports car,0,0,21,8,1
